,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
Say 👋 to,<Post CcYB_XBrSWz>,736,31,"['bodystone', 'greenyourbeautyroutine']",15/04/22,"Say 👋 to our new Sculpting Body Stone

""It's my favorite tool for a deep tissue massage that sculpts my thighs, arms, torso, bum, hips, and any other areas that could use a lift."" - @tataharper 

Tap the link in our bio for everything you need to know about our #bodystone and #greenyourbeautyroutine 💚",302,"[{'text': 'This looks so good 😍', 'length': 20}, {'text': 'We love it 💚✨', 'length': 13}, {'text': '❤️❤️❤️❤️❤️🔥🔥🔥', 'length': 13}, {'text': 'Oh I’d love to try that! It’s sounds amazing! 💚', 'length': 47}, {'text': 'Definitely need to add this to the lineup of self-care tools!', 'length': 61}, {'text': 'Already ordered mine ♥️♥️', 'length': 25}, {'text': 'Looks great 😍😍', 'length': 14}, {'text': 'Woah 😍', 'length': 6}, {'text': '😍😍😍', 'length': 3}, {'text': 'Gimme 😍', 'length': 7}, {'text': 'Oh I’m feeling it 🤍', 'length': 19}, {'text': 'need!!', 'length': 6}, {'text': 'Well hello 👋🏼', 'length': 13}, {'text': '😍😍😍', 'length': 3}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'Oh my god what an amazing launch!!! I need this, deep tissue massage is REQUIRED!', 'length': 81}, {'text': 'Oh wow 😍', 'length': 8}, {'text': 'Ohhhh great add in to my at home spa days 💚', 'length': 43}, {'text': '😍😍😍', 'length': 3}, {'text': 'Please put it on sale for internationally', 'length': 41}, {'text': 'Love 😍😍', 'length': 7}, {'text': '@linda_laverty @haleymummert 😮', 'length': 30}, {'text': '@carolahmed_', 'length': 12}]"
Show your body,<Post CcVeh5_rKe5>,-1,21,['greenyourbeautyroutine'],14/04/22,"Show your body a little extra TLC 💐 enjoy a full size Revitalizing Body oil when you spend $300+

Our Revitalizing Body Oil is a decadent, delicious treatment for the entire body that delivers visibly radiant, youthful looking skin.

Click the link in our bio to shop for all of your skins needs from head to toe and #greenyourbeautyroutine",340,"[{'text': 'looks so good😍', 'length': 14}, {'text': 'I’ve always wanted to try this ❤️', 'length': 33}, {'text': 'I love this body oil, it smells amazing! 💐💚', 'length': 43}, {'text': 'the bestttttt 💦', 'length': 15}, {'text': 'Will the oil transfer onto my sheets?', 'length': 37}, {'text': 'So beautiful. 💚', 'length': 15}, {'text': 'Love this oil 🌱🌱🌱', 'length': 17}, {'text': 'So important 🔥👏', 'length': 15}, {'text': '💚', 'length': 1}, {'text': '💚', 'length': 1}, {'text': 'cannot live without this 🧴💧', 'length': 27}, {'text': 'I need a refill of this! 💚💦✨', 'length': 28}, {'text': ""It's looking so elegant 😍"", 'length': 25}]"
We chatted with,<Post CcTrGyEpVFJ>,311,24,"['vermont', 'earthmonth']",13/04/22,"We chatted with Camila Carrillo (@_la_montanuela), a regenerative winemaker from #Vermont, about some of her top tips for green living during #EarthMonth and every other month of the year 🌎 

“When I think about sustainability, I think of two things: community and farming. From Colombia to Vermont, I have witnessed the importance of both. As a small farmer, and winemaker, community support is everything! Buying directly from your local farmer, supporting BIPOC and LGBTQ+ owned farms and businesses, or donating to those who may not have access, has a positive impact on your community and the earth. Living green for me is really about taking care of one another while taking care of our planet!"" 

You can support local farmers and growers like @kalchewineco and @conscioushomestead but we encourage you to support your own local farmers this Earth Month and every month 🧑‍🌾",880,"[{'text': 'Love this 😍', 'length': 11}, {'text': '👏🔥', 'length': 2}, {'text': '❤️❤️❤️❤️❤️❤️', 'length': 12}, {'text': '🍇🍇🍇', 'length': 3}, {'text': 'Thank you ❤️❤️❤️❤️', 'length': 18}, {'text': '😍😍😍😍😍', 'length': 5}, {'text': '💚😃', 'length': 2}, {'text': 'Mood for days!!! ❤️', 'length': 19}, {'text': 'So good! @_la_montanuela', 'length': 24}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '🙏🏽🙏🏽❤️', 'length': 6}, {'text': 'Wow', 'length': 3}, {'text': 'This❤️', 'length': 6}, {'text': 'Love!!!', 'length': 7}, {'text': 'Loving all these spring vibes! 💚🌸✨', 'length': 34}, {'text': '❤️', 'length': 2}, {'text': '❤️ @golyz', 'length': 9}]"
The future is,<Post CcQUf8Rl7KG>,825,33,['greenyourbeautyroutine'],12/04/22,"The future is refillable 🌎

Our best selling eye creme that brightens, firms, and rejuvenates your entire eye area is now more sustainable than ever -

🌱 Reduce waste with our new  Refillable Eye Creme

🌱 Reuse the bottle, pump and, cap

🌱 Recycle your refill pod 

Click the link in bio to meet your new green beauty bff and #greenyourbeautyroutine",349,"[{'text': 'Lovely!', 'length': 7}, {'text': 'color is so attractive😍', 'length': 23}, {'text': 'Amazing !!!💚🌍🙌', 'length': 14}, {'text': 'Ohhb nice😍', 'length': 10}, {'text': 'Yes!!! 💚', 'length': 8}, {'text': '💚💚💚', 'length': 3}, {'text': '👏👏👏👏💚', 'length': 5}, {'text': 'This is fantastic. 👏', 'length': 20}, {'text': 'Love this! Will the refill be sold through Canadian retailers too?', 'length': 66}, {'text': '💚💚', 'length': 2}, {'text': '💚💚💚', 'length': 3}, {'text': '👀💚✨', 'length': 3}, {'text': 'LOVE 💕 🙌🙌', 'length': 9}, {'text': 'love the refillables!!!!!', 'length': 25}, {'text': '😍😍', 'length': 2}, {'text': '😍😍', 'length': 2}, {'text': 'Please do the same for all your serums, moisturizers, cleaners, masks... I have SO many empty green bottles waiting for their refills !! 😆 🙏', 'length': 140}, {'text': 'YEA IT IS 🙌', 'length': 11}, {'text': 'Is this packaging made of plastic? Including the refill?', 'length': 56}, {'text': '🙌🙌', 'length': 2}, {'text': 'Wow thank you! I felt so bad throwing away my bottle!', 'length': 53}, {'text': 'Buenas tardes!! Estoy en COLOMBIA donde lo puedo conseguir por favor 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻 Nadir me da respuesta 😭', 'length': 119}, {'text': '💚💚💚', 'length': 3}, {'text': ""Love this refillable concept of your skincare products, it's so cool! Please check your DMs 😊"", 'length': 93}, {'text': '👏👏👏❤️👏👏👏 well done!! @tataharper', 'length': 32}, {'text': '@gingerpaprika 👏👏👏👏👏👏😊', 'length': 22}, {'text': 'Love this concept! 🙌 @tataharperskincare what is the refill made of?', 'length': 68}]"
Let's escape from,<Post CcN1ryurW9T>,-1,10,[],11/04/22,"Let's escape from Monday 💭

📷 @zyvastudio",41,"[{'text': 'LETS 🙌🏼', 'length': 7}, {'text': 'so dreamy 😍', 'length': 11}, {'text': 'Dream 😍', 'length': 7}, {'text': '💚💚💚', 'length': 3}, {'text': 'Omg a dream', 'length': 11}, {'text': '💚', 'length': 1}, {'text': 'Monday made just a little better with a resurfacing mask 💚', 'length': 58}, {'text': 'Wow 💚☺️', 'length': 7}, {'text': 'Gооd аftеrnоon, chесk Dirесt ( hiddеn )', 'length': 39}, {'text': 'Escape goals! 💚✨', 'length': 16}]"
Give your mom,<Post CcL4r1hJ1x3>,912,21,['greenyourbeautyroutine'],10/04/22,"Give your mom the gift of relaxation this year. Get our Eye Therapy Ritual Mother's Day Kit featuring our luxurious Boosted Contouring Eye Balm & our Hukka Orbit Eye Stones
stored in our green velvet clasp beauty bag.

Click the link in bio to shop this kit plus more and #greenyourbeautyroutine",295,"[{'text': '🔥🔥', 'length': 2}, {'text': '💚💚💚', 'length': 3}, {'text': 'Mother’s Day gift ✅', 'length': 19}, {'text': 'Can’t think of a better Mother’s Day gift!! 💚', 'length': 45}, {'text': '💚💚💚😍😍😍🔥🔥🔥', 'length': 9}, {'text': 'Need!! 😍', 'length': 8}, {'text': '💚', 'length': 1}, {'text': 'Your the best', 'length': 13}, {'text': '❤️', 'length': 2}, {'text': 'Perfect Mother’s Day gift ❤️❤️❤️', 'length': 32}, {'text': 'Tata, te ves muy linda.', 'length': 23}, {'text': '💚💚💚', 'length': 3}, {'text': 'Gorgeous bag', 'length': 12}, {'text': '😍 Beautiful!', 'length': 12}, {'text': '😍💚💚💚', 'length': 4}, {'text': 'Please check messages - thank you', 'length': 33}, {'text': 'That clasp bag is everything 👛💚✨', 'length': 32}, {'text': 'The perfect gift for my mama', 'length': 28}, {'text': 'Perfect skin😍😍. Contact us incase you need photo retouching or photo editing lllll', 'length': 82}]"
"""I love the",<Post CcJSu9LJNux>,-1,4,[],09/04/22,"""I love the scent of this. It’s all organic, but I think Tata Harper understands and knows the science as well. I notice a major difference when I’m wearing this moisturizer; my skin looks more shiny and radiant. I think I found the brand through Goop…they kept raving about this brand, and I loved the packaging — it’s all recyclable, too — so I decided to try it out. It’s very magical.""- @corinnebaileyrae via @thestrategist",427,"[{'text': 'Amazing texture 👌🏻🤩', 'length': 19}, {'text': 'Dreamy 💚✨🤗', 'length': 10}, {'text': 'Pretty texture 😍', 'length': 16}, {'text': 'I love the packaging of Waterlock! 💚💦✨', 'length': 38}]"
Spring Spend &,<Post CcGpZ3spvZa>,-1,28,[],08/04/22,"Spring Spend & Save ⬇️
 
Just for you, we're offering the perfect chance to refresh your skincare routine for the new season - but hurry, it ends tomorrow!

Spend $200, Save $75
Spend $500, Save $175

At the link in our bio, hit refresh and spend to save 💚

*only valid on US Domestic Purchases",294,"[{'text': 'Lovely pic 😍', 'length': 12}, {'text': 'Tata you look so fab!!!😍', 'length': 24}, {'text': 'So chic', 'length': 7}, {'text': 'Stunning 💚✨', 'length': 11}, {'text': 'TATA💚', 'length': 5}, {'text': 'Such a beauty! 💚💚💚', 'length': 18}, {'text': 'So beautiful 😍', 'length': 14}, {'text': '😍', 'length': 1}, {'text': 'Wonderful! 💚🌸✨', 'length': 14}, {'text': 'Done ✅ 💚💚💚', 'length': 10}, {'text': 'Oh no 🥺 not for Canada… my order was ready 💔', 'length': 44}, {'text': '💚💚💚', 'length': 3}, {'text': '@tataharperskincare love this! Is there a promo code to use? Clicked link in bio and this image and no discount shows up at checkout …', 'length': 134}]"
"Zero Waste, Big",<Post CcEK57npJGe>,-1,15,"['upcycled', 'maracujaseedoil', 'appleseedoil', 'dateseedoil', 'apricotseedoil', 'greenyourbeautyroutine']",07/04/22,"Zero Waste, Big Benefits

Learn about the benefits of our #upcycled ingredients:

#MaracujaSeedOil 
High in antioxidants from Vitamins A and C, this powerful fruit is known to promote repair and regeneration while helping to soothe stressed skin and restore it to its healthiest state.

#AppleSeedOil
A lightweight oil packed with essential fatty acids like 6 and 9, Vitamin A, Vitamin E, and Phytosterols to deliver deep nourishment for healthy, hydrated skin.

#DateSeedOil
Powered with 6 skin-essential compounds, this age-preserving oil includes Vitamin A, Tocotrienols, Isoflavones, and Phytosterols to diminish the look of wrinkles and delay visible signs of aging.

#ApricotSeedOil
A skin barrier-supporting emollient that's rich in Vitamin E to lock in moisture and help improve the appearance of fine lines and wrinkles. 

Click the link in bio to learn more about our upcycled ingredients and #greenyourbeautyroutine",926,"[{'text': 'Big science guy 🙋🏻\u200d♀️', 'length': 21}, {'text': '😍🙌', 'length': 2}, {'text': '🙌', 'length': 1}, {'text': '😍', 'length': 1}, {'text': 'Hi Tata! How are these upcycled ingredients? Do you work together with any industry to recover their waste streams?', 'length': 115}, {'text': 'Yes!! 🙌💚✨', 'length': 9}, {'text': 'Want to try this one!! ❤️', 'length': 25}, {'text': 'Date seed oil 😍😍😍😍', 'length': 18}, {'text': '👏', 'length': 1}, {'text': 'What a great way to get info across', 'length': 35}, {'text': '😍 oh wau!', 'length': 9}, {'text': 'zero waste🙌', 'length': 11}, {'text': 'How are these “up cycled”? They’ve been in cosmetics for years. Up cycling is the use of ingredients that would otherwise be waste….', 'length': 132}]"
Daydreaming at lunch,<Post Cb78LiirfYV>,1928,35,[],04/04/22,"Daydreaming at lunch 🍋🌿

📷 @eyeswoon",36,"[{'text': 'pour me some Lemoncello and let’s sit and sip here all day long', 'length': 63}, {'text': '😍😍', 'length': 2}, {'text': 'Capri?', 'length': 6}, {'text': '💚💚💚💚💚👌', 'length': 6}, {'text': '💚 Wonderful paradise 💚', 'length': 22}, {'text': '😍😍😍😍', 'length': 4}, {'text': 'Beautiful 💚', 'length': 11}, {'text': 'Wow❤️', 'length': 5}, {'text': 'Espectacular! 💚', 'length': 15}, {'text': '💚', 'length': 1}, {'text': '💚🤩💚', 'length': 3}, {'text': 'Tranquility 🤗', 'length': 13}, {'text': 'Bellisimo Tata natural como tus productos !! 👒🪴 🌷😍', 'length': 50}, {'text': '😍😍😍😍😍', 'length': 5}, {'text': 'mentally HERE', 'length': 13}, {'text': '🥰🥰🥰🥰🥰', 'length': 5}, {'text': 'Green wonderland', 'length': 16}, {'text': 'Whoa!', 'length': 5}, {'text': '😍😍😍😍', 'length': 4}, {'text': '😍😍😍😍', 'length': 4}, {'text': '❤️\u200d🔥', 'length': 4}, {'text': 'Magnifique 😍😍', 'length': 13}, {'text': 'So pretty 💚✨', 'length': 12}, {'text': 'Oh. My. Gosh. 😮😍', 'length': 16}, {'text': 'Wow! Stunning! 🍽💚🌸✨', 'length': 19}, {'text': 'Beautiful', 'length': 9}, {'text': 'so pretty', 'length': 9}, {'text': 'Count me in!!! ❤️', 'length': 17}, {'text': '❤️👏', 'length': 3}, {'text': '♥️', 'length': 2}, {'text': '🌼✨🌼✨', 'length': 4}, {'text': 'Natural Beauty! 🔥🔥❤️❤️ Enter a world of timeless beauty to discover the most luxurious skincare @keovel  www.keovel.com', 'length': 119}]"
Enter our #EarthMonth,<Post Cb5lN7cJQRS>,1807,2162,"['earthmonth', 'tataharper', 'giveaway']",03/04/22,"Enter our #EarthMonth GIVEAWAY 💚

To enter, tag one friend per comment and make sure you're BOTH following @tataharperskincare on Instagram. Here's what you'll get:

✨2 Waterlock Moisturizers
✨2 $500 Tata Harper Gift Cards
✨2 limited edition #TataHarper x @TreesForTheFuture sweaters
(One for you and one for your tagged friend!)

#Giveaway live until 04.08.2022, 11:59PM PST. Good luck!",387,"[{'text': '@mseyffer 😗💚💫', 'length': 13}, {'text': '@skincaresteve', 'length': 14}, {'text': '💚\U0001faf6🏼💚', 'length': 4}, {'text': '@mollyplatania @lilcutts 🤍', 'length': 26}, {'text': '@s_k_i_n__c_a_r_e 💚', 'length': 19}, {'text': '@emelerkiran the sweetest giveaway 🤍🤍🤍', 'length': 38}, {'text': '@star_angelina.c', 'length': 16}, {'text': '@_hopeugetit so I have a list of things I need so we need to win this giveaway. 😂', 'length': 81}, {'text': '@buddhajer', 'length': 10}, {'text': '@mirte.timmers 💚', 'length': 16}, {'text': 'Love this @oanapou', 'length': 18}, {'text': '@soilandskin', 'length': 12}, {'text': '@hogwartsismyhome02', 'length': 19}, {'text': 'Need not want @ellereyy', 'length': 23}, {'text': '@viguxhafaj You know how Im obsessed with this brand 🙌🏻❤️', 'length': 57}, {'text': '@shanna.elise WIN With me', 'length': 25}, {'text': '@mula.0407 💚', 'length': 12}, {'text': 'Omg @itsadifferentsmile 🍀💫🌈', 'length': 27}, {'text': '😍 @cosmeticsbycaroline 🌿', 'length': 24}, {'text': '@susanne_kim The best 💚💚💚 I really love the sweater 🌲 🌳', 'length': 55}, {'text': 'Wow @tellmeaboutyourgut 🍀🌈✨', 'length': 27}, {'text': '@katharinerubin', 'length': 15}, {'text': '@pictorialessay 🌱', 'length': 17}, {'text': '@leer108 🥰💚💚💚💚', 'length': 14}, {'text': '@isciciq', 'length': 8}, {'text': '@alinaaaa033021', 'length': 15}, {'text': '@happyzai168', 'length': 12}, {'text': '@doreenj168', 'length': 11}, {'text': '@aintyoubeauty', 'length': 14}, {'text': '@kampar77', 'length': 9}, {'text': '@annafogg1 Don’t forget to follow @tataharperskincare I showed you this brand a while back… ♥️😍', 'length': 95}, {'text': '@leftcoastlinen we’re both following! 👯\u200d♂️', 'length': 42}, {'text': '@likeasiren love 💓💓💓💓', 'length': 21}, {'text': '@carsoneverman the best!!! 💓🌈🌈🌈🌈💘💘🧚🏽\u200d♀️🧚🏽\u200d♀️🧚🏽\u200d♀️', 'length': 49}, {'text': '@hannafridmar LOVE 🤍🤍🤍🤍🤍🌈🌈🌈🌈🌈', 'length': 29}, {'text': '@hilary_jo86 come follow and tag me!! Let’s both win!', 'length': 53}, {'text': '@kristyannd36', 'length': 13}, {'text': '@abbynaverysmom 💚💚💚', 'length': 19}, {'text': '@pachamamapuniuniu @etel_vina @deehermosa__ 🙏💕', 'length': 46}, {'text': '@lizcoulbourn @merwoods 🙌', 'length': 25}, {'text': '@marlay_smith @isabelleyabe 💚', 'length': 29}, {'text': '@daniela.ramos15', 'length': 16}, {'text': 'Omgosh! Amazing 🤩 @abbynaverysmom', 'length': 33}, {'text': '@aplacetoshare !!!', 'length': 18}, {'text': '@maisiecrawford !!❤️', 'length': 20}, {'text': 'Come join in @smmethvin', 'length': 23}, {'text': '@miss_lauren22 💚', 'length': 16}, {'text': '@sh221bjw 💚', 'length': 11}, {'text': '@captncrazy', 'length': 11}, {'text': '@paytontrieglaff', 'length': 16}]"
When it comes,<Post Cb3BkPKpgmx>,271,7,"['skingoals', 'tataharper', 'greenyourbeautyroutine']",02/04/22,"When it comes to skincare, no two people are the same.  

Schedule your Skincare Concierge appointment to discover the products that are right for you and your #skingoals + get special perks & offers. Get started at the link in our bio 💚 

#TataHarper #greenyourbeautyroutine 🖼 by @victorianakada.art",300,"[{'text': '@dilerler !!!! 💚💚💚💚', 'length': 19}, {'text': '@mirandamarcou 🤩🤩🤩💚💚💚🌱💚', 'length': 23}, {'text': '💚💚💚', 'length': 3}, {'text': '❤️❤️', 'length': 4}, {'text': 'Hey! Can I use your Fortifying moisturizer over tretinoin?', 'length': 58}, {'text': '😍', 'length': 1}, {'text': 'Love that you offer this! 💚✨', 'length': 28}]"
Learn How To,<Post Cbz8SiFAfYz>,1076,24,"['greenbeauty', 'bandana', 'greenyourbeautyroutine', 'howto', 'tutorial']",01/04/22,"Learn How To Style A Bandana 💚 

Watch as @LinhNiller styles our #GreenBeauty #Bandana in 4 chic ways, making it the ultimate accessory for Spring!

At the link in our bio, shop our Green Beauty Bandana and #greenyourbeautyroutine #howto #tutorial",247,"[{'text': '🤍🤍🤍', 'length': 3}, {'text': 'Too cute! Love this look. 💚💚💚', 'length': 29}, {'text': 'BRB going to play with my bandana!!', 'length': 35}, {'text': '🔥', 'length': 1}, {'text': 'Ok I love it as a purse strap', 'length': 29}, {'text': 'Look great 💜', 'length': 12}, {'text': '❤️❤️', 'length': 4}, {'text': '🔥', 'length': 1}, {'text': 'Love this 🔥😍', 'length': 12}, {'text': '🔥🔥🔥🔥', 'length': 4}, {'text': 'I loved! Very stylish 😎', 'length': 23}, {'text': 'Wow🙌❤️❤️', 'length': 8}, {'text': 'ascot pls 💚', 'length': 11}, {'text': '💚💚💚', 'length': 3}, {'text': 'Love that bandana! 💚✨', 'length': 21}, {'text': 'So cool 🤍', 'length': 9}, {'text': '😍😍😍', 'length': 3}, {'text': 'Please😍😍😍😍😍😍😍😍😍😍😍😍😍😍😢😢😢😢😢😢😢😢😢😢😢🙌🙌🙌🙌🙌🙌🙌🙌🙌😂😂😂😂', 'length': 44}, {'text': 'उ uyyii', 'length': 7}]"
Meet our NEW,<Post Cbx28ZBJNPh>,959,33,"['lymphaticdrainage', 'sculptingspoon', 'greenyourbeautyroutine']",31/03/22,"Meet our NEW Crystal Sculpting Spoon 💚

Our Crystal Sculpting Spoon is Tata’s favorite face-lifting hack with a unique dual-ended design to promote #lymphaticdrainage, sculpt and lift the cheeks, forehead, jawline, neck, and the delicate eye area. 

Unlike jade rollers that work by rolling over larger areas of the face to depuff, our #sculptingspoon is used with gentle, sweeping motions to depuff both small and large areas of the face.

At the link in our bio, shop our newest spa tool and #greenyourbeautyroutine",517,"[{'text': 'Ohhh I need this!', 'length': 17}, {'text': '😯😍😍😍', 'length': 4}, {'text': 'Can it be purchased in Italy?', 'length': 29}, {'text': 'In my shopping cart! 😍💚', 'length': 23}, {'text': 'I think we can all use a lil temple massage right about now!', 'length': 60}, {'text': '😍', 'length': 1}, {'text': 'It’s a musttttttt😍', 'length': 18}, {'text': 'She fancyyy😍', 'length': 12}, {'text': '😍😍', 'length': 2}, {'text': 'This looks amazing ❤️', 'length': 21}, {'text': '😍😍', 'length': 2}, {'text': 'need this 😍', 'length': 11}, {'text': 'ohhhhh a Tata Harper pookie!', 'length': 28}, {'text': 'Ouuuuu 🔥', 'length': 8}, {'text': 'YASSS', 'length': 5}, {'text': '😍😍😍', 'length': 3}, {'text': 'Is it electronic? xxx', 'length': 21}, {'text': 'This new tool looks amazing! 😍💚✨', 'length': 32}, {'text': 'Omg been needing something  that size for eyes , excited 🙌', 'length': 58}, {'text': '😍😍😍', 'length': 3}, {'text': 'Omggggggggggg need.', 'length': 19}, {'text': '😍😍', 'length': 2}, {'text': '@flourishing_initalian 🛸', 'length': 24}, {'text': '@purvisgaynor', 'length': 13}]"
Skincare on the,<Post CbvAT9Olkz2>,611,16,"['skincareroutine', 'greenyourbeautyroutine']",30/03/22,"Skincare on the Go(ndola)

Get @TataHarper and Tata Mia’s go to deluxe slope-side #skincareroutine for ultra hydrated, glowing skin: 

✨ Hydrating Floral Essence to refresh, moisturize and plump
✨ Retinoic Nutrient Face Oil to lock in moisture 
✨ Cream Blush in Shade Naughty for a rosy, apes-ski look
✨ Be True Lip Treatment to moisturize and protect lips for the slopes

At the link in our bio, shop these staples and #greenyourbeautyroutine 💚",445,"[{'text': '❤️❤️❤️', 'length': 6}, {'text': '👏🙌🔥', 'length': 3}, {'text': 'Awww this is adorable 😍😍', 'length': 24}, {'text': 'So cute! 🥰✨', 'length': 11}, {'text': '😍😍😍😍🔥', 'length': 5}, {'text': '❤️❤️', 'length': 4}, {'text': '👏👏👏', 'length': 3}, {'text': '❤️❤️❤️❤️', 'length': 8}, {'text': 'Do you wear sunscreen?', 'length': 22}, {'text': 'No sunscreen after the oil? 😮', 'length': 29}, {'text': 'Hi can you tell me the size in grams of the lip balm? Thanks', 'length': 60}, {'text': '😍adoro!', 'length': 7}, {'text': '❄️💚✨', 'length': 4}, {'text': 'Can I use retinoic on my son’s face? He’s 9 @tataharper he always asks me to use the products', 'length': 93}, {'text': '@tataharper thanks for sharing this routine ! Is the retinoic oil increasing the sensitivity of the skin tu UV rays and sunlight ? Do you recommend using a sunscreen on top ?', 'length': 174}]"
Meet our youth-preserving,<Post Cbuk0tDOjQX>,333,8,['narcissus'],30/03/22,"Meet our youth-preserving miracle worker 💚

Our #Narcissus Bulb hails from Israel and captures the plant's Dormin Technology to protect the life span of youthful cells and slow down the aging process.
 
Learn more in our Stories, and tap the link in our bio for how you can harness the benefits in your own beauty routine.",322,"[{'text': '😍', 'length': 1}, {'text': '❤️❤️', 'length': 4}, {'text': 'You had me at…Israel ❤️', 'length': 23}, {'text': '❤️❤️❤️', 'length': 6}, {'text': 'Ekk omg I think I need to add this to my wish list', 'length': 50}, {'text': '💚✨✨', 'length': 3}]"
Treat your body,<Post Cbs-sEDpHuY>,393,10,['greenyourbeautyroutine'],29/03/22,"Treat your body like your face ✨⠀
⠀
Our curated 3-step Body Rejuvenation Treatment is a top-to-toe ritual made up of nourishing & hydrating treatments so you can turn any bathroom into your personal spa.  ⠀
⠀
Click the link in bio to explore our body collection and #greenyourbeautyroutine 💚",291,"[{'text': '😍😍', 'length': 2}, {'text': '💚💚💚', 'length': 3}, {'text': '@snapple__app NEED this bathtub, with the tray, with the contents lol. And add an iPad for tv watching lol', 'length': 106}, {'text': '💚💚💚', 'length': 3}, {'text': 'Love this brand of products 😍😍', 'length': 30}, {'text': 'These sound so good', 'length': 19}, {'text': 'Looks lovely and relaxing 🛁', 'length': 27}, {'text': '@tataharperskincare 💚💚💚', 'length': 23}]"
