,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
NEW 💐 Mother's,<Post CcjVt-6JPFp>,2651,74,[],20/04/22,"NEW 💐 Mother's Day sets are here! 💐 Treat Mom (or yourself 😉) to the self-care she deserves.

🌊 Sea Glow Starter Set 
Everything she needs to fake a good night’s sleep and wake up absolutely glowing.

🌊 Total Body Glow Trio 
Upgrade her bathroom with these oh-so-luxe exfoliating and moisturizing must-haves.

Shop now via our link in bio!

P.S. FREE mini Seaglow Overnight Serum with purchase of $75+!",402,"[{'text': 'Definitely gifting these little goodies to my mom and sister 😍', 'length': 62}, {'text': '😍😍😍😍', 'length': 4}, {'text': 'Do you ship to Australia? I would love one of these sets 🙏❤️', 'length': 60}, {'text': 'So many wonderful gift options for Mother’s Day! 🎁✨', 'length': 51}, {'text': '😍😍😍😍', 'length': 4}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Loving this ❤️🙌', 'length': 15}, {'text': 'So beautiful 😍😍😍', 'length': 16}, {'text': 'The perfect Mother’s Day gifts! ❤️', 'length': 34}, {'text': 'I can’t live without these products!! 😍😍♥️', 'length': 42}, {'text': '🙌🙌 so good', 'length': 10}, {'text': 'Great set 👏🏼', 'length': 12}, {'text': 'These sound divine!!!', 'length': 21}, {'text': 'The best 🙌🙌', 'length': 11}, {'text': '😍😍😍', 'length': 3}, {'text': 'obsessed w u', 'length': 12}, {'text': 'Love this! 😍😍', 'length': 13}, {'text': 'Perfect gift', 'length': 12}, {'text': 'Loving these ideas for mothers day!😍', 'length': 36}, {'text': 'Looove', 'length': 6}, {'text': '😍😍😍', 'length': 3}, {'text': 'The oil is my absolute favorite!!', 'length': 33}, {'text': 'They all look perfect 😍 I’d love to try them!', 'length': 45}, {'text': 'Favs😍😍', 'length': 6}, {'text': '😍😍😍😍', 'length': 4}, {'text': '😍😍😍', 'length': 3}, {'text': '😍', 'length': 1}, {'text': 'Love this 😍', 'length': 11}, {'text': 'New cat mom and I feel like I deserve some pampering cuz she is hard work hahaha🙌🙌😍😍', 'length': 84}, {'text': '@oseamalibu Thank you for providing such wonderful customer service! I ordered my 5th or 6th bottle and when it arrived it had leaked everywhere. I contacted cs and they quickly resolved my issue ☺️', 'length': 198}, {'text': 'Ooooo love 😍', 'length': 12}, {'text': 'Want!!!!!', 'length': 9}, {'text': '@oseamalibu Hello!  Is the Hyaluronic Sea Serum in this set the upgraded newer version?? Just curious.  Thanks!', 'length': 111}, {'text': 'I know what I want for Mother’s Day!!', 'length': 37}, {'text': 'This is the best stuff. I love it! All of it!', 'length': 45}, {'text': 'ever do promo codes?', 'length': 20}, {'text': '@beccatylee this one smells like a spa', 'length': 38}, {'text': '@juraaudiohouse for Mama Jura ?', 'length': 31}, {'text': '@alainarcross', 'length': 13}]"
Really looking forward,<Post CcgUdVQPkDl>,3786,231,['oseamalibu'],18/04/22,Really looking forward to next weekend’s lineup 😉 #oseamalibu,61,"[{'text': '😂😂', 'length': 2}, {'text': 'Love this 🤣❤️', 'length': 13}, {'text': 'love this!', 'length': 10}, {'text': 'HAHAHAHAH', 'length': 9}, {'text': 'hahahah love this', 'length': 17}, {'text': 'Hahahahahaha!!!! This is amazing 😂', 'length': 34}, {'text': 'lol love this', 'length': 13}, {'text': '[pulls out vegan leather pants for this event]', 'length': 46}, {'text': 'Skinchella > Coachella', 'length': 22}, {'text': '😂', 'length': 1}, {'text': '😂', 'length': 1}, {'text': 'This is my kind of line up! 😂❤️', 'length': 31}, {'text': 'Best line up I’ve ever seen!😍🔥', 'length': 30}, {'text': 'love this marketing', 'length': 19}, {'text': '👏👏👏', 'length': 3}, {'text': 'Can’t wait for my products to arrive in the mail, especially the body butter! Been dying to try it', 'length': 98}, {'text': ""This is awesome. Can't wait for my wristband to arrive!!"", 'length': 56}, {'text': 'the best lineup ever OMG', 'length': 24}, {'text': '😂👏', 'length': 2}, {'text': 'This is great 😂💌', 'length': 16}, {'text': 'Love the line up! 🔥🙌👏', 'length': 21}, {'text': 'So creative I can’t even handle it🙌', 'length': 35}, {'text': 'Genius!!!!', 'length': 10}, {'text': 'Here for this lineup 👏', 'length': 22}, {'text': 'I love this !', 'length': 13}, {'text': '👏👏', 'length': 2}, {'text': 'lol this is awesome!', 'length': 20}, {'text': 'Oooookay now I gotta buy tickets 🎟', 'length': 34}, {'text': 'This is amazing the only kind of lineup I need', 'length': 46}, {'text': '@rachaeldillon see you at O-chella? 😍', 'length': 37}, {'text': 'Give this person a raise 👏', 'length': 26}, {'text': '😍😍😍 best festival', 'length': 17}, {'text': '😍😍😍', 'length': 3}, {'text': 'I LOVE 😂😍', 'length': 9}, {'text': 'oseachella is the only festival I need!!', 'length': 40}, {'text': 'I was like… wait who?', 'length': 21}, {'text': '😂😂😂😂', 'length': 4}, {'text': 'I LOVE IT', 'length': 9}, {'text': 'Omggggg I need to try🙌', 'length': 22}, {'text': 'This is perfect! Hahahahaha', 'length': 27}, {'text': 'This is hilarious', 'length': 17}, {'text': 'YES', 'length': 3}, {'text': 'All three of these OSEA products are part of my daily lineup 😁 Love them all.', 'length': 77}, {'text': 'Eye love this', 'length': 13}, {'text': '😍😍😍😍 love this', 'length': 14}, {'text': 'love this', 'length': 9}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '🔥🔥🔥', 'length': 3}, {'text': '💓', 'length': 1}, {'text': '😂😂', 'length': 2}]"
Four dreamy bestsellers,<Post CcbMNI4P0PD>,2301,41,['oseamalibu'],16/04/22,"Four dreamy bestsellers 💝 #oseamalibu

📸: @skin.illustrated",59,"[{'text': 'I just bought my first set , if I love it I’ll be purchasing more ! You guys should get with Afterpay 😉', 'length': 103}, {'text': '😍😍😍😍', 'length': 4}, {'text': 'Wow wow wow! I need this whole lineup!! 😍😍😍😍', 'length': 44}, {'text': 'Adore the packaging 😍😍😍', 'length': 23}, {'text': 'Are you guys going to come out with essential oil free products? You say the products are ""clean"" but your products with essential oils gave me hives and irritated my skin. I\'d love to repurchase but just can\'t.', 'length': 211}, {'text': '❤️❤️', 'length': 4}, {'text': 'SUPERB!', 'length': 7}, {'text': '😍😍😍', 'length': 3}, {'text': 'I love them all! 😍😍😍', 'length': 20}, {'text': 'Do you have a brick and mortar in Malibu?', 'length': 41}, {'text': 'I just got my first order from you a week ago and I absolutely love it!  Is there any way you can send me this same?  I spent 165.00', 'length': 132}, {'text': 'Just put my Seaglow on and crawled into bed. 🥰🥰🥰', 'length': 48}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '❤️\u200d🔥', 'length': 4}, {'text': 'Best products', 'length': 13}, {'text': '💗💗💗', 'length': 3}, {'text': 'Blue Mercury and fenix scrub and spf and rehydrating need facials', 'length': 65}, {'text': 'Osea', 'length': 4}, {'text': '😍😍😍😍😍', 'length': 5}, {'text': '😍😍', 'length': 2}, {'text': '💛 💛💛💛💛💛💛', 'length': 8}, {'text': 'Followed up in DMs 🐬 @oseamalibu', 'length': 32}, {'text': 'I’m soooooo excited to enter the @allurebeautybox #allurebeautybox giveaway', 'length': 75}]"
If you were,<Post CcYWFKXJsZb>,3745,103,['oseamalibu'],15/04/22,"If you were waiting for a sign to try our NEW best-selling Seaglow Overnight Serum AHA Treatment treatment, this is it! 

3 Reasons You’ll Love It:

🌙 AHAs exfoliate while you sleep 
🌙 Smooths the look of pores 
🌙 Delivers unbelievably glowing skin

Head to our link in bio to shop now! #oseamalibu",298,"[{'text': 'Ohhhhhhh 🔥🔥🔥🔥😍', 'length': 14}, {'text': 'Amazing 🤩', 'length': 9}, {'text': '😍', 'length': 1}, {'text': ""Can't wait to try it!"", 'length': 21}, {'text': 'This is my next purchase for sure 🌙', 'length': 35}, {'text': 'Looks so beautiful', 'length': 18}, {'text': 'Gahhhh NEEEDD!!!!!! 😍😍', 'length': 22}, {'text': 'Tempted to stock up early just to try this out! 🤩', 'length': 49}, {'text': 'I have one that is green, is there another that is pink like the photo?', 'length': 71}, {'text': 'Just used it last night for the first time! 😍', 'length': 45}, {'text': 'Obsessed!', 'length': 9}, {'text': 'NICE!', 'length': 5}, {'text': 'Whoa!', 'length': 5}, {'text': 'What a great beach shot', 'length': 23}, {'text': 'Beach Day! ❤️', 'length': 13}, {'text': 'I still need to try this 😍', 'length': 26}, {'text': 'I’m obsessed with this stuff', 'length': 28}, {'text': 'Love the sound of this 😍', 'length': 24}, {'text': 'Between the Seaglow and hyaluronic serum, my skin is the softest it’s everrrr been!!! Can’t wait to buy the Seaglow today!! P.S. I love the fast shipping too!!', 'length': 159}, {'text': 'Yes please!', 'length': 11}, {'text': 'Looks gorgeous can’t wait to try this one next!', 'length': 47}, {'text': '😍', 'length': 1}, {'text': ""Love that you can sleep in it and it isn't sticky."", 'length': 50}, {'text': 'I love this 😍😍', 'length': 14}, {'text': 'Have been using mine 2 times a week for 2 weeks and absolutely love it. Love all of my OSEA products.', 'length': 101}, {'text': '❤️❤️', 'length': 4}, {'text': 'LOVE a good serum! 😍', 'length': 20}, {'text': 'love this and the packaging 😍', 'length': 29}, {'text': 'Soo good !! 😌', 'length': 13}, {'text': 'Give it to me', 'length': 13}, {'text': 'Can you post your ingredients list?', 'length': 35}, {'text': 'This is so gentle yet effective. It’s the best!', 'length': 47}, {'text': 'What step in the routine do you use this product?  Thanks', 'length': 57}, {'text': 'Awh the little one! 🥰', 'length': 21}, {'text': 'I’ve used it twice now and I love it! Definitely more glow in my forehead in just the first week 🔥', 'length': 98}, {'text': 'I wish desperately I could afford your products right now! They look magical! Someday!', 'length': 86}, {'text': '❤️', 'length': 2}, {'text': '👏', 'length': 1}, {'text': '😮', 'length': 1}, {'text': '😍', 'length': 1}, {'text': '🔥', 'length': 1}, {'text': '🙌', 'length': 1}, {'text': '😍😍😍😍😍😍 need to try!!!', 'length': 21}, {'text': '😍😍😍', 'length': 3}, {'text': 'What does the serum smell like? I was surprised with the way the anti aging one smelled so in just curious', 'length': 106}, {'text': 'Omgggg😍😍', 'length': 8}, {'text': '❤️❤️❤️', 'length': 6}, {'text': 'Aw crud, I just bought this and the anti-aging serum from a retailer yesterday. I own most of the line and it’s…uh…a religion around here 😂😂 Osea fam, are the best “deals” to be had direct on your website vs retailers?', 'length': 218}, {'text': '😍😍😍😍', 'length': 4}, {'text': '@rachelj0322', 'length': 12}]"
Our best-selling duo:,<Post CcWlmbUJmYA>,1765,65,['oseamalibu'],15/04/22,"Our best-selling duo: Undaria Body Bestsellers instantly transforms dry skin to soft, hydrated and glowing ✨ 

✨ Undaria Algae Body Butter: A fast-absorbing, clinically proven firming and crepe-erasing miracle.

✨ Undaria Algae Body Oil: A seaweed-infused body oil that leaves skin silky, soft and impossibly glowing.

Shop the duo now via our link in bio! #oseamalibu

📸: @glowyskinbabe",387,"[{'text': 'The body oil is the best!', 'length': 25}, {'text': 'Best body duo but also the scrub❤️❤️❤️', 'length': 38}, {'text': 'The ABSOLUTE BEST body oil I’ve EVER used! I have developed seriously dry skin post total hysterectomy which eventually led to hypothyroidism. My skin has been so dry. It’s been distressing because I’ve always prided myself on having beautiful soft skin handed down to me from my Mom and grandma. I found this oil and had to try it. It has made such a huge difference in my skin. Reducing how much skin “flakage” I see on my clothes at the end of the day! I am now a loyal user of OSEA and can’t wait to try more products! 😍😍', 'length': 525}, {'text': 'Are your products pregnancy safe?', 'length': 33}, {'text': 'The dynamic duo! 😍', 'length': 18}, {'text': 'The cream is really good and I live in super dry climate👏', 'length': 57}, {'text': '🤤', 'length': 1}, {'text': 'I could just dive into that body butter', 'length': 39}, {'text': 'The best duo 🔥', 'length': 14}, {'text': 'Must-haves!', 'length': 11}, {'text': 'The dream team!', 'length': 15}, {'text': 'Best combo!', 'length': 11}, {'text': ""I just purchased the body butter, I feel it's not  luscious feeling. I've used other brands that are really moisturizing & hydrating.  This seems like it needs some oil, is this why you promote the oil along with the butter?"", 'length': 224}, {'text': 'So so so good!!!!!', 'length': 18}, {'text': '❤️🔥🔥🔥', 'length': 5}, {'text': 'My two favorites!!! LOVE THEM BOTH SO MUCH 🙌', 'length': 44}, {'text': 'I am a Stage 4 Metastatic Breast Cancer patient and your body butter is THE ONLY answer to my dry skin!  Blessings!  And Thank You 🙏🏻 ❤️', 'length': 136}, {'text': 'Beautiful ❤️', 'length': 12}, {'text': 'Eliteeee', 'length': 8}, {'text': '😍😍😍', 'length': 3}, {'text': '🔥', 'length': 1}, {'text': 'That body oil! 😍😍😍', 'length': 18}, {'text': 'That looks so luxurious!', 'length': 24}, {'text': 'The best duo. Period!', 'length': 21}, {'text': 'TWO OF MY FAVES', 'length': 15}, {'text': 'I cannot waitttttt to try these 😍😍😍😍', 'length': 36}, {'text': '😍😍😍😍', 'length': 4}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'I always feel confident in any @oseamalibu product that touches my face or body !!!', 'length': 83}, {'text': 'The best purchase so far … Transform dry skin to soft and  radiant. Thanks @oseamalibu', 'length': 86}, {'text': '🔥🔥🔥🔥', 'length': 4}, {'text': 'I’m loving this product and so is my dog. He likes licking it off my legs 🐶 👅', 'length': 77}]"
Tonight’s relaxing ritual:,<Post CcT9OZqpdl3>,1640,71,['oseamalibu'],14/04/22,"Tonight’s relaxing ritual: A 5-minute dry brush session 💛

Why we love it:

1. Exfoliates dead skin
2. Promotes local circulation
3. Leaves skin feeling silky-smooth
4. Feels incredibly invigorating

Top it off with soothing self-massage with our Undaria Algae Body Oil ✨ #oseamalibu",283,"[{'text': 'The best dry brush🙌🏼🙌🏼🙌🏼', 'length': 24}, {'text': 'Love a good dry brush routine!! And this oil is just so perfect 🤍', 'length': 65}, {'text': 'Love dry brushing. It honestly changed my body care routine 🙌🏻🙌🏻', 'length': 64}, {'text': 'im obsessed with dry burhsing and body oil rn', 'length': 45}, {'text': 'Best ritual EVeR!', 'length': 17}, {'text': 'I LOVE YOUR DRY BRUSH + THERAPY. 🙌🙌', 'length': 35}, {'text': 'Love the oil', 'length': 12}, {'text': 'This is a self care ritual I could get into 😍', 'length': 45}, {'text': 'I swear that I feel so much better when I have remembered to dry brush- it gets my circulation going & that makes all the difference! Have to try your body brush, looks so nice', 'length': 176}, {'text': 'Oh wow my skin needs this 😍', 'length': 27}, {'text': 'Love it 🔥', 'length': 9}, {'text': 'The dry brush and oil are AMAZING!!!!!!!!', 'length': 41}, {'text': 'Love 🔥', 'length': 6}, {'text': 'Can you use this brush in the shower?', 'length': 37}, {'text': 'Flawless 😍😍', 'length': 11}, {'text': 'I need to try dry brushing!', 'length': 27}, {'text': 'Love this at the end of the night', 'length': 33}, {'text': 'So luxurious!!', 'length': 14}, {'text': 'Can I have it?!😍', 'length': 16}, {'text': 'The perfect duo🙌🏼', 'length': 17}, {'text': 'Love dry brushing. it’s perfect for lymphatic drainage. (Breast cancer survivor) now I’ll add the oil afterwards 🥰', 'length': 114}, {'text': 'Should this be done before or after washing for the best effect??', 'length': 65}, {'text': 'Yess the best 👏👏❤️', 'length': 18}, {'text': 'It’s actually better to do just before a shower to get any exfoliated skin cleaned off, then moisturizer and/or oil; when dry brushing face, do not treat it like an exfoliation brush but more like a gua sha tool', 'length': 211}, {'text': 'Is the tummy area supposed to be brushed upwards or in a clockwise direction towards the pelvic area?', 'length': 101}, {'text': 'I love dry brushing!', 'length': 20}, {'text': 'I need her body.', 'length': 16}, {'text': '😍😍such cravings! I need more of this oil!', 'length': 41}, {'text': '@oseamalibu oil is the best for self massage ❤️❤️', 'length': 49}, {'text': '@bloomfilled @sarafteiha rana on that wave 🌊', 'length': 44}, {'text': '😍😍', 'length': 2}, {'text': 'i love doing it when i watch tv at night', 'length': 40}, {'text': '😍 Wow. Need to try this oil!', 'length': 28}, {'text': '@linamariahenaooficial', 'length': 22}, {'text': '🙌🙌🙌', 'length': 3}]"
When you get,<Post CcRWurxp1rN>,475,40,['oseamalibu'],13/04/22,"When you get 5 creative team members (not pictured: the one directing this magic!) in one room… 😃 

A little BTS of our team at our Seaglow Overnight Serum AHA Treatment shoot 🌊 #oseamalibu",189,"[{'text': 'So cute! 😍', 'length': 10}, {'text': 'Omg I love this!🤍', 'length': 17}, {'text': 'Love this! ❤️❤️❤️', 'length': 17}, {'text': 'HERES A STORY OF SOME LOVLEY CREATIVES !!!', 'length': 42}, {'text': 'What a bunch of cuties! 😍', 'length': 25}, {'text': 'This truly made me smile 😍', 'length': 26}, {'text': '❤️', 'length': 2}, {'text': 'so cute!', 'length': 8}, {'text': 'Oh my gosh love this! Just sent you all a DM xx', 'length': 47}, {'text': 'i love this sm 🥺😭', 'length': 17}, {'text': 'Cutest team ever!', 'length': 17}, {'text': 'We love to see it!!! 🔥👏', 'length': 23}, {'text': 'Soooo cute! 🌴', 'length': 13}, {'text': 'Omg I love this 😩😍😍', 'length': 19}, {'text': '👏👏👏', 'length': 3}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '🌊💙', 'length': 2}, {'text': 'So cute!!! 😍', 'length': 12}, {'text': '@courtney_coll @robins_robin @vannecer @mandyfarhall 💥💥💥💥💥', 'length': 58}, {'text': '❤️', 'length': 2}]"
"""My skin is",<Post CcOx5F5JVy2>,929,30,['oseamalibu'],12/04/22,"""My skin is definitely brighter and clearer. It looks and feels smoother too!"" — Deborah C. on our new Seaglow Overnight Serum AHA Treatment 🌙 Have you tried it yet?

Shop now via our link in bio! #oseamalibu

📸: @fatimaglows",225,"[{'text': 'I love this serum! ❤️', 'length': 21}, {'text': 'Beautiful shot 😍', 'length': 16}, {'text': 'A new favorite! 😍😍😍', 'length': 19}, {'text': 'Do you use this as a moisturizer? Or do you use this first then moisturize?', 'length': 75}, {'text': 'I couldn’t agree more 🙌', 'length': 23}, {'text': 'Looks awesome!!', 'length': 15}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'I loveee AHA! Need to try this 😍', 'length': 32}, {'text': 'dying to try this serum!! Looks heavenly 🤍', 'length': 42}, {'text': 'The packaging 😍', 'length': 15}, {'text': 'Love the tones in this shot! 😍😍😍', 'length': 32}, {'text': '😍😍😍😍', 'length': 4}, {'text': '😍', 'length': 1}, {'text': 'Keeps your skin soft and smooth', 'length': 31}, {'text': 'I would love this! 😍 @oseamalibu', 'length': 32}]"
Andddd that’s a,<Post CcMKWEJphZF>,8444,114,['oseamalibu'],11/04/22,"Andddd that’s a wrap on the weekend 😌 

Tap for our favorite nighttime routine! #oseamalibu

via Cusful on Twitter",114,"[{'text': 'Yesssss!!! 😊', 'length': 12}, {'text': 'Heck yes!', 'length': 9}, {'text': 'That’s me!', 'length': 10}, {'text': 'I’m so guilt of that! 😂💚💚', 'length': 25}, {'text': '+ shaved legs and clean bed sheets!', 'length': 35}, {'text': '❤️\u200d🔥', 'length': 4}, {'text': '👏👏👏', 'length': 3}, {'text': 'totes!!!!', 'length': 9}, {'text': '❤️❤️❤️', 'length': 6}, {'text': '💯!!!!!!', 'length': 7}, {'text': 'Yes!!!!', 'length': 7}, {'text': 'Yes it is! 🙌', 'length': 12}, {'text': '🙌👏😍', 'length': 3}, {'text': 'It’s the shaving + clean sheets combo for me 😌', 'length': 46}, {'text': 'Yesssssss lol', 'length': 13}, {'text': 'The best feeling ✨💕', 'length': 19}, {'text': 'Relatable 👏👏👏', 'length': 13}, {'text': 'Yes!!! Literally, how I am right now 😁', 'length': 38}, {'text': 'And freshly shaved legs and cleaned sheets. The BEST', 'length': 52}, {'text': 'With freshly washed sheets 😍', 'length': 28}, {'text': 'my cousin bought like 5 packs from you the other day… im jealous 😑', 'length': 66}, {'text': 'Yes. Yes times a thousand!', 'length': 26}, {'text': 'no better feeling 😍', 'length': 19}, {'text': 'So very true ❤️', 'length': 15}, {'text': 'Yes!!!!', 'length': 7}, {'text': 'nothing better', 'length': 14}, {'text': 'Best feeling 😍', 'length': 14}, {'text': 'I agree 😍', 'length': 9}, {'text': 'Lie in bed*', 'length': 11}, {'text': 'Yes ❤️', 'length': 6}, {'text': 'Duh', 'length': 3}, {'text': 'Yessss', 'length': 6}, {'text': '@oseamalibu the wind up here in SF has been brutal. My hands are so dry. I’m biting my nails off waiting on my order to get here!!! I’m totally out of the anti aging hand cream 😂', 'length': 178}, {'text': 'Yes in about 20 minutes ,this is happening! 😂😍😍', 'length': 47}, {'text': 'Facts!!!', 'length': 8}, {'text': 'Yes… but I use my Undaria Algae Body Oil/Body Butter first ❤️', 'length': 61}, {'text': '💯💯💯💯', 'length': 4}, {'text': 'a lifestyle', 'length': 11}, {'text': 'Heaven 😍😍', 'length': 9}, {'text': 'And use the scrub and body lotion it’s also heaven', 'length': 50}, {'text': 'Repost 🔥', 'length': 8}, {'text': '🔥🙌🏽', 'length': 3}, {'text': '😍😍', 'length': 2}, {'text': 'Yeesssssss', 'length': 10}, {'text': 'Definitely is! ☁️☁️☁️☁️☁️😍', 'length': 26}, {'text': 'Truth', 'length': 5}, {'text': '🙌🙌🙌🙌', 'length': 4}, {'text': 'yes pleaseee!', 'length': 13}, {'text': '@stephaniefender our fav😍', 'length': 25}, {'text': 'Literally 😌', 'length': 11}]"
How many OSEA,<Post CcJaTkpPLz5>,3360,179,['oseamalibu'],09/04/22,"How many OSEA products do you have on your shelf right now? 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
A) You have 1-3
B) You have 4-5
C) You feel seen 🙈

📸: @alyssamjulian #oseamalibu",152,"[{'text': '4 ❤️❤️❤️❤️', 'length': 10}, {'text': 'Over 10', 'length': 7}, {'text': 'D) the limit does not exist 👏', 'length': 29}, {'text': 'Well to be fair some are on the shelf and a couple are in a drawer soooooo', 'length': 74}, {'text': 'not enough!', 'length': 11}, {'text': '1 right now but I clearly need more', 'length': 35}, {'text': 'C', 'length': 1}, {'text': 'B', 'length': 1}, {'text': 'C 🙌🙌❤️', 'length': 6}, {'text': 'b', 'length': 1}, {'text': 'C. 😂', 'length': 4}, {'text': 'c for sure 😮', 'length': 12}, {'text': '😍', 'length': 1}, {'text': ""C. Surprised myself when I counted 10 (not counting unopened duplicates). Eek! I know I really love your products because I've never had so many of any other brand before."", 'length': 171}, {'text': 'Like 8 and waiting for that night cream to arrive at my spa in Bermuda.', 'length': 71}, {'text': 'Shelfie of dreams ✨', 'length': 19}, {'text': 'B ☺️', 'length': 4}, {'text': 'dream cabinet😍', 'length': 14}, {'text': 'C', 'length': 1}, {'text': 'Why, C, it SEEMS! OSEA definitely SEES me. 😍', 'length': 44}, {'text': 'C 🙈', 'length': 3}, {'text': 'We love it😍', 'length': 11}, {'text': 'Currently A, sad I know. 😢  goal is to be a C very soon 😍', 'length': 57}, {'text': 'B', 'length': 1}, {'text': '🙈🙈🙈', 'length': 3}, {'text': 'C. The best', 'length': 11}, {'text': 'C', 'length': 1}, {'text': '5 | soon, 6 | 😀', 'length': 15}, {'text': 'Stunning 😍😍', 'length': 11}, {'text': 'More than this pic 😂😬', 'length': 21}, {'text': 'A) but will add more 🔥', 'length': 22}, {'text': 'B. Waiting for haircare line…', 'length': 29}, {'text': '🙈', 'length': 1}, {'text': '10', 'length': 2}, {'text': 'A 😃', 'length': 3}, {'text': 'None, but one day when I have more money I really want to get my hands on some!', 'length': 79}, {'text': 'B and I’m aiming for a C 😂 @postielady @holisticbloom', 'length': 53}, {'text': 'Must try 😍🔥', 'length': 11}, {'text': 'I feel seen 😂😂', 'length': 14}, {'text': 'B', 'length': 1}, {'text': 'C 🙋🏽\u200d♀️ @oseamalibu', 'length': 19}, {'text': 'As much as I can afford with CA rent & gas cost💸💸', 'length': 49}, {'text': 'It’s C for me 😂.', 'length': 16}, {'text': 'C and proud of it!!! 👏🙌', 'length': 23}, {'text': '2… need more', 'length': 12}, {'text': 'C', 'length': 1}, {'text': 'A', 'length': 1}, {'text': 'Most definitely C', 'length': 17}, {'text': 'C. 😂😂😂', 'length': 6}, {'text': 'A ❤️', 'length': 4}]"
That glow! Our,<Post CcHEVjjJAk9>,646,56,['oseamalibu'],09/04/22,"That glow! Our bestselling Hyaluronic Sea Serum is clinically proven to minimize the appearance of all lines, while instantly increasing hydration 💦 #oseamalibu

📸: @fathia93",174,"[{'text': 'Wow, gorgeous glow effect! I love seeing products on all skin colors! 🙌🏽🙌🏾🙌🏻', 'length': 76}, {'text': '😍😍', 'length': 2}, {'text': 'Sooo satisfying to watch 😍😍', 'length': 27}, {'text': 'Okay this looks amazingggg', 'length': 26}, {'text': 'Looks so nice😍', 'length': 14}, {'text': 'We are obsessed with your brand and mission 👏👏👏', 'length': 47}, {'text': 'Favorite osea product ever!', 'length': 27}, {'text': 'It’s SO good!', 'length': 13}, {'text': 'MY ABSOLUTE FAVE 😍', 'length': 18}, {'text': 'Want this!', 'length': 10}, {'text': '😍', 'length': 1}, {'text': 'I can never get enough of this serum and Goddd her skin is FREAAKING gorgeous 😍😍😍', 'length': 81}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'Deep hydration👏', 'length': 15}, {'text': 'That glow is right!🤩🤩🤩', 'length': 22}, {'text': 'My fav!😍', 'length': 8}, {'text': 'That glow. So beautiful ✨', 'length': 25}, {'text': 'Love this serum 😍😍', 'length': 18}, {'text': 'Beautiful ❤️', 'length': 12}, {'text': 'Beautiful! I love these products, my skin feels so soft and glows', 'length': 65}, {'text': 'Stunnnnnnnning', 'length': 14}, {'text': 'Beautiful ❤️', 'length': 12}, {'text': '💙🌊💙🌊', 'length': 4}, {'text': '🔥🔥🔥🔥', 'length': 4}, {'text': 'A PERFECT SERUM.', 'length': 16}, {'text': 'Liquid gold!!!!! 💛💛💛', 'length': 20}, {'text': '🍯✨', 'length': 2}, {'text': 'She’s so gorgeous! 😍', 'length': 20}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '@fathia93 gorgeous 🥰🤩', 'length': 21}, {'text': '🤍🤍🤍', 'length': 3}]"
