,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
Details from the,<Post CbkkC0MoZga>,5016,14,"['veja', 'vejanova']",26/03/22,"Details from the SS22 collection.​
Upper and laces made of 100% organic cotton, vulcanized sole consisting of 46% organic materials.​

​📸: @vincentdesailly
Model: @ohwjohnny
#veja #vejanova",189,"[{'text': '🔥🔥', 'length': 2}, {'text': 'Creamy', 'length': 6}, {'text': '😍😍😍', 'length': 3}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'um... yes???? 😍', 'length': 15}, {'text': '😍', 'length': 1}, {'text': 'I can’t decide which pair I want… I like these a lot.', 'length': 53}, {'text': 'They’re great!!!! #highlyrecommended', 'length': 36}, {'text': '😍', 'length': 1}, {'text': 'That‘s why we love (and sell) your products in Germany🥰', 'length': 55}, {'text': '❤️', 'length': 2}, {'text': ""sooooo spring😮can't wait😍"", 'length': 25}, {'text': '👏🤍', 'length': 2}, {'text': 'Je les ai déjà ❤️🐞🎈', 'length': 19}]"
VEJA x @seashepherd,<Post Cbc9no-sCM_>,1580,41,"['veja', 'vejaxseashepherd', 'seashepherd']",23/03/22,"VEJA x @seashepherd collaboration.
The VEJA studio worked on a full-black sea rover version of the Dekkan. It uses Alveomesh, a technical fabric that is made of 100% recycled polyester. The Dekkan is an outdoor and adventurous style. Along with @vibram, we combined our ecological materials and their know-how in a new formulation. The midsole is 70% sugar cane, which provides a forceful grip, while the outsole contains 30% Amazonian rubber and 25% rice waste. 

#veja #vejaxseashepherd #seashepherd",501,"[{'text': 'Amazing collab ⚡️', 'length': 17}, {'text': '🔥', 'length': 1}, {'text': ""Bonjour, comment taille ce modèle la ? J'ai des v-10 en 42"", 'length': 58}, {'text': 'Est ce que vous allez ressortir une nouvelle production car toutes les pointures sont épuisées ? Merci 🙏', 'length': 104}, {'text': 'Vous reversez quelque chose a l’asso? Il n’y a aucune explication', 'length': 65}, {'text': 'No recomiendo las zapatillas de esta firma, tallan pequeño y si quieres cambiar de talla y han subido el precio de un dia para otro tienes que abonar la diferencia... La semana pasada compré unas zapatillas, pedí el número habitual y me quedan pequeñas cual es mi sorpresa que para cambiarlas por otro número tengo que pagar 20 euros más. Tienen una política de cambios pésima', 'length': 376}, {'text': 'Do you ship to South Africa?', 'length': 28}, {'text': '🌊🌊🌊', 'length': 3}, {'text': '😱🖤', 'length': 2}, {'text': 'The dream😱💙🌊🐋🐠👏', 'length': 15}, {'text': '👏🙌❤️', 'length': 4}, {'text': '🔥🔥🔥', 'length': 3}, {'text': '🔥🔥👏', 'length': 3}, {'text': '❤️', 'length': 2}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'valid', 'length': 5}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'Là! Vous me prenez par les sentiments!', 'length': 38}, {'text': '🔥🔥🔥', 'length': 3}, {'text': '👏👏🔥', 'length': 3}, {'text': '❤️', 'length': 2}, {'text': '😍', 'length': 1}, {'text': '🔥', 'length': 1}, {'text': '🔥🔥🔥', 'length': 3}, {'text': '🔥🔥', 'length': 2}, {'text': '👏👏👏', 'length': 3}, {'text': '@alexandragllcc', 'length': 15}, {'text': '@marjo_barral l’appel de la mer 🌊', 'length': 33}, {'text': '@blackmartyrashes', 'length': 17}]"
On Wednesday we,<Post Cbh0vlHM2VE>,945,3,"['veja', 'vejaxseashepherd', 'seashepherd']",25/03/22,"On Wednesday we were at @darwin.camp to celebrate the launch of the VEJA x @seashepherd collaboration.
We gave a talk called “Are we eating the planet?” in front of 400 people. 
This was hosted by: 
@lamyass, president of @seashepherd @graine_de_possible, social and climate justice activist 
@sebastien_kopp, co-founder of VEJA 
@philippebarre, founder of @darwin.camp 
@missno, journalist. 

We talked about the Amazon, overfishing, and actions and non-actions. We discussed the effectiveness of climate marches…and much more! 

#veja #vejaxseashepherd #seashepherd",567,"[{'text': '🔥🔥', 'length': 2}, {'text': '👏👏👏', 'length': 3}, {'text': 'Thank you so much 🙏', 'length': 19}]"
@seashepherd leaves on,<Post CbZ7cjGFDXx>,1605,31,"['veja', 'vejaxseashepherd', 'seashepherd']",22/03/22,"@seashepherd leaves on a mission with two members of the VEJA team on board.​
During four days, Naomi and Robin filmed the operations of the NGO in the Gascogne Gulf.​
Here are their testimonies.​

#veja #vejaxseashepherd #seashepherd​",235,"[{'text': '👏👏', 'length': 2}, {'text': 'Incroyable 👏👏👏', 'length': 14}, {'text': 'Perfect Fit - two fantastic organizations ❤️', 'length': 44}, {'text': 'Bravo à tous ! 👏 🔥🔥', 'length': 19}, {'text': '🔥🔥🔥', 'length': 3}, {'text': '🔥', 'length': 1}, {'text': '💔', 'length': 1}, {'text': '🔥🔥❤️❤️❤️👏👏', 'length': 10}, {'text': '😮😮😮😮', 'length': 4}, {'text': '🔥🔥', 'length': 2}, {'text': 'Bravo à vous ! La vidéo est top 🙌🏼❤️🔥', 'length': 37}, {'text': '😍🥰', 'length': 2}, {'text': '🔥❤️🔥', 'length': 4}, {'text': '❤️❤️❤️ best team!', 'length': 17}, {'text': '🌊❤️🌊❤️🌊', 'length': 7}, {'text': '❤️❤️', 'length': 4}, {'text': '🔥', 'length': 1}, {'text': '👏👏👏👏', 'length': 4}, {'text': '🏴\u200d☠️🔥 🌊', 'length': 7}, {'text': '🔥', 'length': 1}, {'text': 'Très bel engagement ! 🔥🏴\u200d☠️😉', 'length': 28}, {'text': '🔥🙌❤️', 'length': 4}, {'text': '❤️❤️❤️❤️', 'length': 8}, {'text': '🏴\u200d☠️🔥', 'length': 5}, {'text': '🔥', 'length': 1}, {'text': '❤️❤️❤️', 'length': 6}, {'text': '😰😰😰😭😭😭', 'length': 6}, {'text': '🔥🔥', 'length': 2}, {'text': '👍 testimonies 👌', 'length': 15}, {'text': 'U have some @seashepherd shoe releases coming??', 'length': 47}, {'text': '@manekine23', 'length': 11}]"
@alejandrorodriguez.o wearing the,<Post CbX5flKsnhM>,1761,13,"['veja', 'vejav12']",21/03/22,"@alejandrorodriguez.o wearing the classic V-12. 

📸: @alejandrorodriguez.o 
#veja #vejav12",90,"[{'text': 'De dnd és la parca?', 'length': 19}, {'text': '💜💜💜', 'length': 3}, {'text': '🔥😍', 'length': 2}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'repping this pair', 'length': 17}, {'text': 'Donde comprar en argentina?', 'length': 27}, {'text': 'Hi @veja love your shoes so much,but unfortunately you guys don’t have black,size 47s in stock anywhere :( I have been on the email list for months and have just been waiting. Is there a time that size may return to stock?', 'length': 222}, {'text': '@katjamieson_ at first glance thought this was Tom.', 'length': 51}]"
Shedding light on,<Post CbVHPpPIK4h>,9779,29,"['veja', 'vejav10']",20/03/22,"Shedding light on the V-10.​

​📸: @thatguynamedpatrick
#veja #vejav10",69,"[{'text': '🔥🔥😍', 'length': 3}, {'text': 'Fresh 🖤', 'length': 7}, {'text': '😍', 'length': 1}, {'text': '❤️❤️', 'length': 4}, {'text': '🔥', 'length': 1}, {'text': '🔥😍😍😍', 'length': 4}, {'text': 'My favorite! 💙', 'length': 14}, {'text': ""Can't beat it!"", 'length': 14}, {'text': 'Einmal Veja immer Veja😍😍😍', 'length': 25}, {'text': '😍', 'length': 1}, {'text': 'Mis zapas!❤️', 'length': 12}, {'text': 'Love mine!!!❤️❤️', 'length': 16}, {'text': '🏃🏻\u200d♀️🏃🏻\u200d♀️🏃🏻\u200d♀️', 'length': 15}, {'text': 'Beautiful', 'length': 9}, {'text': '🔥🙌', 'length': 2}, {'text': 'Lindoooo❤️😍', 'length': 11}, {'text': '❤️', 'length': 2}, {'text': 'My faves 🤍🤍', 'length': 11}, {'text': 'Love this.', 'length': 10}, {'text': 'Best shoes', 'length': 10}, {'text': '❤️🔥', 'length': 3}, {'text': '@cenitarodrigues', 'length': 16}, {'text': '@valesca.florijn 🔥dit is echt een heel leuk merk met te gekke vegan sneakers. Kwam het toevallig tegen en moest aan jou denken. Check hun site 😘❤', 'length': 145}, {'text': '🖤🖤🖤‼️ @veja', 'length': 11}, {'text': '@a.duez10', 'length': 9}, {'text': 'Very nice @voile_blanche you should do a collaberation', 'length': 54}, {'text': '@claudezoti', 'length': 11}]"
Off we go,<Post CbSqJ_Xsr-F>,3172,12,"['veja', 'vejaventuri']",19/03/22,"Off we go @lizsunshine with the Venturi made of Alveomesh, Amazonian rubber, and rice waste.

📸: @lizsunshine 
#veja #vejaventuri",129,"[{'text': 'When will this color be restocked?', 'length': 34}, {'text': 'Are they vegan? 😊', 'length': 17}, {'text': 'Do you deliver to Russia?', 'length': 25}, {'text': '❤️', 'length': 2}, {'text': '😍😍😍', 'length': 3}, {'text': '💜💜💜', 'length': 3}, {'text': '🙌❤️', 'length': 3}, {'text': '😍😍', 'length': 2}, {'text': '🤍', 'length': 1}]"
Coming soon…,<Post CbPRzuNFReP>,735,16,[],18/03/22,Coming soon…,12,"[{'text': '👏👏👏👏', 'length': 4}, {'text': '❤️', 'length': 2}, {'text': '😍', 'length': 1}, {'text': '🔥🔥🔥🔥', 'length': 4}, {'text': '👀👀👀', 'length': 3}, {'text': '⚡️⚡️⚡️', 'length': 6}, {'text': '🔥🔥🔥', 'length': 3}, {'text': '🔥', 'length': 1}, {'text': '🖤', 'length': 1}, {'text': '☠☠☠', 'length': 3}, {'text': '🔥', 'length': 1}, {'text': '🔥🔥', 'length': 2}, {'text': '✊❤️🐟🐋🐳🐬🦈🐡🐠🐙⛵⚓', 'length': 13}, {'text': ""We're so looking forward to this!"", 'length': 33}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'No way!!!!!!!!!!', 'length': 16}]"
no caption (1),<Post CbNmfaPsM3l>,918,16,[],17/03/22,no caption (1),0,"[{'text': 'Great collaboration 🔥🏴\u200d☠️', 'length': 25}, {'text': ""ooo 😍 that's going to be good 🔥"", 'length': 31}, {'text': '☠️❤️', 'length': 4}, {'text': 'The anticipation! ☠️ 👟 🌊', 'length': 24}, {'text': '❤️❤️❤️', 'length': 6}, {'text': 'So pumped! 🔥', 'length': 12}, {'text': '❤️❤️', 'length': 4}, {'text': '♥️♥️♥️♥️♥️♥️', 'length': 12}, {'text': '🖤', 'length': 1}, {'text': ""We're getting excited about this one! 👀☠️"", 'length': 41}, {'text': '😮👏', 'length': 2}, {'text': 'Fire', 'length': 4}, {'text': '❤️', 'length': 2}, {'text': 'Marxist', 'length': 7}, {'text': 'More vegan options @veja ?', 'length': 26}, {'text': '😮 @carlin_vr', 'length': 12}]"
The CAMPO is,<Post CbLB4Yts3fv>,6199,50,"['veja', 'vejacampo']",16/03/22,"The CAMPO is a classic VEJA coming back each season in new colors, here seen on Swedish-blue.

📸: @vincentdesailly 
#veja #vejacampo",132,"[{'text': 'Sooo wish you’d made this color in the Esplar!!', 'length': 47}, {'text': 'Can someone contact us we are teying to get in touch with a sales rep in normandy since more than 3 months!!', 'length': 108}, {'text': 'Am i the only one that thinks these shoes are not comfortable?', 'length': 62}, {'text': 'Love these! Where are the trousers and socks from aswell please!', 'length': 64}, {'text': '💘', 'length': 1}, {'text': 'Classic 🔥', 'length': 9}, {'text': 'These are very cool 🤍💙', 'length': 22}, {'text': '😍😍', 'length': 2}, {'text': 'so clean 😍', 'length': 10}, {'text': '💙💙', 'length': 2}, {'text': '🔥', 'length': 1}, {'text': 'Love love love these trainers.', 'length': 30}, {'text': '💙💙💙', 'length': 3}, {'text': 'Los quieroooooo', 'length': 15}, {'text': '😍😍😍', 'length': 3}, {'text': 'Made me want these shoes *and* to go to the coast!', 'length': 50}, {'text': '❤️❤️', 'length': 4}, {'text': '💫💫💫💫💫', 'length': 5}, {'text': '😍', 'length': 1}, {'text': 'Crisp 🔥🙌', 'length': 8}, {'text': '💙', 'length': 1}, {'text': '😍😍😍', 'length': 3}, {'text': '😍', 'length': 1}, {'text': '💯', 'length': 1}, {'text': '👏❤️👏❤️', 'length': 6}, {'text': '💙💙💙💙', 'length': 4}, {'text': '@shauna_mcfadden_ ❤️', 'length': 20}, {'text': '@dykurt', 'length': 7}, {'text': '@molmay I’ll have these ones next 👌🏼x', 'length': 37}, {'text': '@tomooreilly', 'length': 12}, {'text': 'Hot', 'length': 3}, {'text': '@jfr91', 'length': 6}, {'text': ""Love my @veja #vejacampo shoes. However, the shoddy #quality is really disappointing - after only 9 months of casual weekend wear I've now got gaping holes in both soles! You can't talk up your #sustainability cred if your shoes fall apart this quickly. #formoverfunction"", 'length': 271}]"
@_suppa_ opened first,<Post CbIWM_7I_NV>,2596,15,"['veja', 'suppa']",15/03/22,"@_suppa_ opened first in 2012 as one of Stuttgart's first sneaker stores. In 2021, the sneaker heaven got a complete remodeling and expanded next-door with MRQT. ​

​Find the VEJA collection in their store.​

​📸: @_suppa_​
#veja #suppa",235,"[{'text': '💚', 'length': 1}, {'text': '😍👏', 'length': 2}, {'text': '❤️❤️', 'length': 4}, {'text': '@clare__80 3rd ones 👟😍', 'length': 22}, {'text': 'Please don’t collaborate with mansur gavriel.  Their leather is made in china.  Leather in china is made from dogs .  Ever wonder what it is like to be a dog in china let alone barbarically killed for the dog meat and leather trade.  I’m a fan of veja because they are a responsible cruelty free brand but not of fan of mansur gavriel for doing business in china', 'length': 362}, {'text': 'No os dejéis engañar, son unos\nestafadores.\nCompré en su tienda el 19/01 y a esta fecha ni\nhan entregado ni contestan del area de\n""atención al cliente"". Una estafa total.', 'length': 170}, {'text': 'Bravo!👏🏽👏🏻👏🏿', 'length': 12}, {'text': '😍', 'length': 1}, {'text': '😍😍😍', 'length': 3}, {'text': 'I love my sneakers! But please, how do I clean them?', 'length': 52}, {'text': 'The green 💚 my favourite colour x', 'length': 33}]"
Twinning spring looks,<Post CbF_GRlILEa>,912,9,"['veja', 'vejaventuri', 'vejanova']",14/03/22,"Twinning spring looks with @ambershall and @ohwjohnny in Napoli. ​

​📸: @vincentdesailly
Model: @ambershall and @ohwjohnny
#veja #vejaventuri #vejanova​",152,"[{'text': '😍😍', 'length': 2}, {'text': '🐾🤍', 'length': 2}, {'text': ""This websites are robbing people under your name in Colombia. Please do something to get those sites down. People beware, don't buy in www.veja-colombia.com www.vejacolombia.com and www.tenisvejacolombia.com"", 'length': 207}, {'text': 'Y los pantalones? De que casa son?', 'length': 34}, {'text': 'Boa tarde, sou Wagner responsável por ações especiais e parcerias para os canais Globo/Globosat, fizemos um primeiro contato via rede social sobre projeto ARTISTA QUE VESTE que iremos realizar sobre ESTILO, VESTIMENTAS, DICAS, PRODUTOS\xa0 no canal GNT  e SPORTV  e gostaríamos de saber qual contato falamos sobre parcerias e projetos ...', 'length': 335}, {'text': '❤️', 'length': 2}]"
Looking back on,<Post CbFmBDRFefU>,645,9,"['veja', 'vejaxmarni', 'marni']",14/03/22,"Looking back on the VEJA x @marni party in Paris last week🔥

#veja #vejaxmarni #marni",85,"[{'text': '❤️🔥', 'length': 3}, {'text': '🔥😍', 'length': 2}, {'text': '🔥🔥🔥🔥🔥🔥🔥😍', 'length': 8}, {'text': 'So much fun🙌', 'length': 12}, {'text': '❤️❤️❤️', 'length': 6}, {'text': 'So much fun', 'length': 11}, {'text': '❤️❤️', 'length': 4}, {'text': '❤️❤️❤️', 'length': 6}, {'text': '@nikol.gorodozki', 'length': 16}]"
VEJA x @marni,<Post Ca9Sy_Bsjts>,1657,16,"['veja', 'vejaxmarni', 'marni']",11/03/22,"VEJA x @marni
VEJA’s V-10 and the newly introduced high-top V-15 welcome MARNI’s free-spirited aesthetic, expressed through a colorful scribbled motif that covers the upper shoe. 
The soles are composed of 31% Amazonian rubber, 22% rice waste, and 12% recycled rubber.

Available now online.

📸: @patrickwelde
Model: @likeavioletnudewoman, @yiyannyang, @adsaaraan_pirap and Eva
Make-up: @vanessa_bellini_
#veja #vejaxmarni #marni",429,"[{'text': '🙌🔥', 'length': 2}, {'text': '😍😍😍😍😍', 'length': 5}, {'text': '😍😍 @afchadid', 'length': 12}, {'text': '😍😍 @samuelsuarezrey', 'length': 19}, {'text': ""J'adore mais vraiment trop chere"", 'length': 32}, {'text': 'Hâte de les recevoir 😍', 'length': 22}, {'text': '🔥', 'length': 1}, {'text': '😍😍😍😍', 'length': 4}, {'text': '😍🔥💕', 'length': 3}, {'text': ""Vous abusez les prix vous tombez dans mon estime @veja soi-disant pour la planète et @marni un coup de feutre et 250 euros la paire s'ayez ??? Vous êtes bizarres la vérité à croire que y'a que l'argent qui compte pour vous au finalement vous oubliez d'où vous venez sérieux ?"", 'length': 275}, {'text': 'wanttt so cute', 'length': 14}, {'text': 'Laces are cool but this is legit sharpie @eash33', 'length': 48}, {'text': '@stayclassy_ny', 'length': 14}, {'text': 'How’s the sizing??', 'length': 18}]"
Minimalist while making,<Post Ca7eIy-oQjp>,20455,121,"['veja', 'vejarecife', 'vejav12']",10/03/22,"Minimalist while making colored statements with the Recife and V-12. ​

​📸: @royka_wear
#veja #vejarecife #vejav12",114,"[{'text': '😍😍', 'length': 2}, {'text': '🔥🔥🔥', 'length': 3}, {'text': '❤️❤️❤️', 'length': 6}, {'text': '😍😍😍', 'length': 3}, {'text': 'A mi me han durado muy poco,espero que en la tienda que las compre no tengan problemas para gestionar la incidencia.', 'length': 116}, {'text': '😍😍', 'length': 2}, {'text': '@camiloalzateg', 'length': 14}, {'text': 'Ve estos @carlacuencaa', 'length': 22}, {'text': 'Obsessed', 'length': 8}, {'text': '@marielyroo bakli naman ko 😂😂😂', 'length': 30}, {'text': 'Hi! will there be white/steel released for Campo/Recife soon?😍', 'length': 62}, {'text': 'I need this!', 'length': 12}, {'text': 'When will you guys do discounts for students?', 'length': 45}, {'text': 'Las tengo en rojas y verdes  son maravillosas 😍😍👏👏👏👏👏 seguiré comprando Veja ❤️❤️❤️👌🏼👌🏼👌🏼', 'length': 89}, {'text': 'These shoes are the perfect basic!! 🙌🙌', 'length': 38}, {'text': 'These colours😍', 'length': 14}, {'text': '😍', 'length': 1}, {'text': '@clay_slay_all_day @lillazypromotions', 'length': 37}, {'text': '@thebasicmomct', 'length': 14}, {'text': 'Valor', 'length': 5}, {'text': ""J'adore"", 'length': 7}, {'text': 'Most comfortable trainers ever 😍', 'length': 32}, {'text': 'Amazong', 'length': 7}, {'text': 'That blue! 😍', 'length': 12}, {'text': 'Me encantan los tengo en negro ❤️❤️ definitivamente los mejores para usar con cualquier look 😍😘', 'length': 95}, {'text': 'Loving it …', 'length': 11}, {'text': '😍', 'length': 1}, {'text': 'What’s the sizing like please 🙏', 'length': 31}, {'text': '@bernie_smith_murray  xxx', 'length': 25}, {'text': '❤️', 'length': 2}, {'text': '💜💜💜', 'length': 3}, {'text': '😍😍😍', 'length': 3}, {'text': '❤️', 'length': 2}, {'text': 'Preço?', 'length': 6}, {'text': 'this cloud blue 😍 @elyseereed', 'length': 29}, {'text': 'Wow obsessed with these 😍😍', 'length': 26}, {'text': 'Just far too uncomfortable - the tongues are far too long and dig right into the top of your foot. Had to return as couldn’t wear them for more than a minute 😩😩', 'length': 160}, {'text': 'Canons ❤️', 'length': 9}, {'text': 'Trop belle !! ❤️', 'length': 16}, {'text': 'No os dejéis engañar, son unos\nestafadores.\nCompré en su tienda el 19/01 y a esta fecha ni\nhan entregado ni contestan del area de\n""atención al cliente"". Una estafa total.', 'length': 170}, {'text': '@itsfibiii 😍', 'length': 12}, {'text': '@lechowska_maja', 'length': 15}, {'text': '😍😍😍😍😍😍😍', 'length': 7}, {'text': 'Eu amo e não é pouco o V-12 😍😍', 'length': 30}, {'text': '❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️', 'length': 20}, {'text': 'Just amazing sneakers! Best regards from Macedonia🇲🇰', 'length': 52}, {'text': 'I have been following your brand for a lo g while. Love the design, marketing, story, everything. However I go to try this model and few others and I was absolutely shocked they are far from being comfortable. Made of plastic I like, feels like plastic gallon not very much. Very disappointed to be honest.', 'length': 306}, {'text': '😍😍', 'length': 2}, {'text': '😢😢', 'length': 2}, {'text': 'I purchased my pair in Ireland 🇮🇪 on vacation . They were so popular and customers said so comfortable. They do not have 1/2 sizes - I am. 9.5 and bought 9’s as told to down . The tops are very stiff and tight laces . The left foot feels like it is lifting out of the shoe .I hope these are going to be more comfortable as we try to work them in.I’m from Canada and these shoes are not  here yet', 'length': 395}]"
